uid,component_type,discipline,x1,y1,x2,y2,Airflow_m3h,Capacity_m3h,Coating,ContaminatedPath,Diameter_mm,DuctSize_mm,EquipmentType,FluidType,IP_Rating,Insulation,Length_m,Material,Material_Grade,PressureClass,PressureRating_PSI,SectionType,Status,Vendor,VoltageLevel,Voltage_V
CMP-100731,Bracing,Structural,554.99,552.93,573.69,575.14,,,Painted_Epoxy,,,,,,,,6.0,,A572_G50,,,PFC_200,Erected,,,
CMP-100732,Column,Structural,689.36,506.56,708.02,528.87,,,Painted_Epoxy,,,,,,,,6.0,,S355,,,UB_203x133,Inspected,,,
CMP-100733,Diffuser,HVAC,449.28,650.0,488.59,681.1,5000,,,,,600x400,,,,Thermal,,Aluminum,,Medium,,,,Vendor_HVAC_2,,
CMP-100734,Storage_Tank,Equipment,205.79,125.06,236.01,158.28,,500,,,,,Centrifugal,,,,,,,,,,Delivered,Vendor_Epsilon,,6600
CMP-100735,Reducer,Piping,583.76,686.42,611.45,708.21,,,,,50,,,Steam,,No,,Carbon_Steel,,,600,,Procured,Vendor_Gamma,,
CMP-100736,Transformer,Electrical,56.21,446.4,85.01,463.68,,,,,,,,,IP55,,,,,,,,Laid,Vendor_Zeta,LV_415V,
CMP-100737,Diffuser,HVAC,437.84,395.85,472.38,418.82,5000,,,,,400x300,,,,Thermal,,Galvanized_Steel,,,,,Commissioned,Vendor_HVAC_1,,
CMP-100738,Transformer,Electrical,550.04,464.45,583.93,504.26,,,,,,,,,IP65,,,,,,,,Connected,Vendor_Theta,MV_11kV,
CMP-100739,Bracing,Structural,800.53,194.32,822.41,223.35,,,None,,,,,,,,9.0,,A572_G50,,,UB_203x133,Fabricated,,,
CMP-100740,Pump,Equipment,704.39,491.08,721.75,527.63,,100,,,,,Shell_and_Tube,,,,,,,,,,Delivered,Vendor_Epsilon,,415
CMP-100741,Platform,Structural,112.63,230.04,142.87,259.32,,,Galvanized,,,,,,,,6.0,,A36,,,UC_254x254,Inspected,,,
CMP-100742,Junction_Box,Electrical,721.78,208.57,760.1,235.37,,,,,,,,,IP65,,,,,,,,Connected,Vendor_Theta,MV_11kV,
CMP-100743,Switchgear,Electrical,402.77,295.48,428.2,329.54,,,,,,,,,IP55,,,,,,,,Connected,,MV_11kV,
CMP-100744,Heat_Exchanger,Equipment,615.85,199.15,651.66,214.74,,100,,,,,Reciprocating,,,,,,,,,,Installed,Vendor_Delta,,6600
CMP-100745,Storage_Tank,Equipment,670.56,679.05,700.38,717.85,,500,,,,,Shell_and_Tube,,,,,,,,,,Ordered,Vendor_Epsilon,,6600
CMP-100746,Bracing,Structural,414.31,218.96,441.11,255.98,,,None,,,,,,,,6.0,,,,,PFC_200,Fabricated,,,
CMP-100747,Duct,HVAC,414.44,249.49,443.1,281.01,1200,,,,,600x400,,,,Thermal,,Aluminum,,Low,,,Commissioned,Vendor_HVAC_1,,
CMP-100748,Storage_Tank,Equipment,441.49,342.56,464.82,374.5,,50,,,,,Reciprocating,,,,,,,,,,Commissioned,Vendor_Delta,,6600
CMP-100749,Duct,HVAC,841.68,378.58,857.09,404.51,2500,,,,,,,,,None,,Aluminum,,Medium,,,,,,
CMP-100750,Duct,HVAC,498.59,579.01,534.75,596.2,5000,,,,,400x300,,,,Acoustic,,Galvanized_Steel,,Medium,,,Balanced,Vendor_HVAC_2,,
CMP-100751,Reducer,Piping,537.26,24.45,572.97,39.92,,,,,100,,,Gas,,Yes,,Alloy_Steel,,,300,,Procured,Vendor_Alpha,,
CMP-100752,Storage_Tank,Equipment,183.43,38.36,213.48,74.48,,50,,,,,Shell_and_Tube,,,,,,,,,,Delivered,Vendor_Delta,,3300
CMP-100753,Switchgear,Electrical,229.68,663.91,263.99,679.59,,,,,,,,,IP65,,,,,,,,,Vendor_Zeta,MV_11kV,
CMP-100754,Cable_Tray,Electrical,422.13,299.42,442.27,323.93,,,,,,,,,IP67,,,,,,,,Energized,Vendor_Zeta,LV_415V,
CMP-100755,Pump,Equipment,866.63,538.45,890.59,578.33,,250,,,,,Centrifugal,,,,,,,,,,Commissioned,,,6600
CMP-100756,Junction_Box,Electrical,380.28,620.25,404.15,658.89,,,,,,,,,IP67,,,,,,,,Energized,,MV_11kV,
CMP-100757,Junction_Box,Electrical,34.27,694.96,67.51,732.39,,,,,,,,,IP55,,,,,,,,Laid,Vendor_Zeta,,
CMP-100758,Cable_Tray,Electrical,75.06,581.67,111.72,613.19,,,,,,,,,IP65,,,,,,,,Energized,Vendor_Zeta,MV_11kV,
CMP-100759,I_Beam,Structural,727.9,40.99,748.0,66.08,,,,,,,,,,,9.0,,A572_G50,,,UB_203x133,Inspected,,,
CMP-100760,Compressor,Equipment,61.85,283.93,91.81,312.06,,100,,,,,Centrifugal,,,,,,,,,,Ordered,Vendor_Epsilon,,
CMP-100761,Junction_Box,Electrical,140.96,442.29,171.88,465.08,,,,,,,,,IP67,,,,,,,,Energized,Vendor_Zeta,MV_11kV,
CMP-100762,Junction_Box,Electrical,693.85,616.38,713.76,636.86,,,,,,,,,IP55,,,,,,,,Energized,Vendor_Zeta,LV_415V,
CMP-100763,Heat_Exchanger,Equipment,245.6,531.02,268.13,563.78,,250,,,,,Shell_and_Tube,,,,,,,,,,Installed,Vendor_Delta,,415
CMP-100764,Cable_Tray,Electrical,734.78,705.67,750.14,736.54,,,,C:/Synthetic/Temp/Config_8.dat,,,,,IP65,,,,,,,,,Vendor_Theta,LV_415V,
CMP-100765,Compressor,Equipment,426.89,170.39,457.42,199.04,,250,,,,,Reciprocating,,,,,,,,,,Commissioned,Vendor_Epsilon,,415
CMP-100766,Flange,Piping,706.94,204.0,741.49,229.66,,,,,50,,,Gas,,Yes,,,,,300,,Installed,Vendor_Beta,,
CMP-100767,Duct,HVAC,889.66,700.18,909.23,735.68,1200,,,,,400x300,,,,Acoustic,,Aluminum,,Low,,,Fabricated,Vendor_HVAC_2,,
CMP-100768,Damper,HVAC,644.33,718.02,663.5,736.99,1200,,,,,400x300,,,,Thermal,,Galvanized_Steel,,High,,,Commissioned,Vendor_HVAC_2,,
CMP-100769,Column,Structural,669.39,230.0,686.26,262.71,,,,,,,,,,,3.0,,A36,,,PFC_200,Fabricated,,,
CMP-100770,Transformer,Electrical,708.13,584.89,746.9,605.95,,,,,,,,,IP67,,,,,,,,Connected,,HV_33kV,
CMP-100771,Column,Structural,823.37,106.43,856.86,145.04,,,None,,,,,,,,3.0,,A572_G50,,,UC_254x254,Fabricated,,,
CMP-100772,Diffuser,HVAC,228.96,326.79,264.52,355.32,,,,,,400x300,,,,Acoustic,,Aluminum,,High,,,Balanced,Vendor_HVAC_2,,
CMP-100773,Transformer,Electrical,808.62,504.01,843.48,537.97,,,,,,,,,,,,,,,,,Energized,Vendor_Zeta,LV_415V,
CMP-100774,Junction_Box,Electrical,399.51,466.64,436.14,488.65,,,,,,,,,IP67,,,,,,,,Connected,Vendor_Theta,MV_11kV,
CMP-100775,I_Beam,Structural,31.63,519.17,58.77,548.81,,,None,,,,,,,,12.0,,A572_G50,,,UB_203x133,Inspected,,,
CMP-100776,Cable_Tray,Electrical,561.5,433.24,596.34,472.09,,,,,,,,,IP55,,,,,,,,Energized,Vendor_Theta,LV_415V,
CMP-100777,Cable_Tray,Electrical,332.57,571.7,368.88,601.03,,,,,,,,,IP67,,,,,,,,Connected,Vendor_Zeta,MV_11kV,
CMP-100778,Heat_Exchanger,Equipment,41.73,682.16,59.2,720.18,,250,,,,,Shell_and_Tube,,,,,,,,,,Delivered,Vendor_Delta,,6600
CMP-100779,Platform,Structural,649.19,464.37,683.41,483.38,,,Galvanized,,,,,,,,9.0,,S355,,,PFC_200,Fabricated,,,
CMP-100780,Bracing,Structural,574.76,537.9,610.67,558.59,,,None,,,,,,,,9.0,,A36,,,UB_203x133,Erected,,,
CMP-100781,Storage_Tank,Equipment,790.38,359.81,813.81,385.75,,250,,,,,Centrifugal,,,,,,,,,,Installed,Vendor_Epsilon,,
CMP-100782,Damper,HVAC,378.17,506.95,398.14,524.21,1200,,,,,800x600,,,,Acoustic,,Galvanized_Steel,,High,,,Balanced,Vendor_HVAC_1,,
CMP-100783,Column,Structural,418.28,48.54,446.98,80.23,,,Painted_Epoxy,,,,,,,,6.0,,A572_G50,,,PFC_200,Fabricated,,,
CMP-100784,Pump,Equipment,287.11,695.21,323.55,722.29,,100,,,,,Shell_and_Tube,,,,,,,,,,Commissioned,Vendor_Epsilon,,6600
CMP-100785,Platform,Structural,353.21,650.04,391.63,673.04,,,,,,,,,,,6.0,,S355,,,PFC_200,Inspected,,,
CMP-100786,Switchgear,Electrical,114.33,598.41,135.03,622.12,,,,,,,,,IP55,,,,,,,,Energized,Vendor_Theta,HV_33kV,
CMP-100787,Diffuser,HVAC,467.42,325.33,506.25,344.61,5000,,,,,200x200,,,,None,,,,Low,,,Balanced,Vendor_HVAC_1,,
CMP-100788,Diffuser,HVAC,407.75,555.06,426.08,579.97,2500,,,,,600x400,,,,None,,Aluminum,,High,,,Balanced,Vendor_HVAC_1,,
CMP-100789,I_Beam,Structural,717.16,69.71,733.75,95.05,,,Galvanized,,,,,,,,6.0,,A36,,,PFC_200,Erected,,,
CMP-100790,Flange,Piping,100.2,682.3,129.55,721.03,,,,,200,,,Oil,,No,,Alloy_Steel,,,300,,Tested,,,
CMP-100791,Platform,Structural,200.55,265.84,231.73,282.88,,,Galvanized,,,,,,,,3.0,,A36,,,UB_203x133,Fabricated,,,
CMP-100792,Pump,Equipment,887.24,390.38,902.36,415.0,,250,,,,,,,,,,,,,,,Commissioned,Vendor_Delta,,415
CMP-100793,I_Beam,Structural,804.89,658.83,834.88,688.18,,,,,,,,,,,12.0,,S355,,,UB_203x133,,,,
CMP-100794,Duct,HVAC,746.48,238.17,768.77,261.9,5000,,,,,400x300,,,,None,,Aluminum,,Low,,,Commissioned,Vendor_HVAC_1,,
CMP-100795,Duct,HVAC,324.51,275.99,345.5,311.43,,,,,,800x600,,,,None,,Aluminum,,,,,Fabricated,Vendor_HVAC_1,,
CMP-100796,Platform,Structural,701.23,470.24,723.29,488.63,,,,,,,,,,,12.0,,A572_G50,,,UC_254x254,,,,
CMP-100797,Flange,Piping,525.13,446.76,547.78,486.57,,,,,50,,,Water,,Yes,,Carbon_Steel,,,150,,Designed,Vendor_Beta,,
CMP-100798,Storage_Tank,Equipment,887.77,56.7,923.4,93.54,,250,,,,,Shell_and_Tube,,,,,,,,,,Ordered,Vendor_Delta,,415
CMP-100799,Storage_Tank,Equipment,85.67,162.53,105.84,193.54,,100,,,,,,,,,,,,,,,Ordered,Vendor_Epsilon,,415
CMP-100800,Compressor,Equipment,763.91,280.25,799.85,296.37,,250,,,,,Centrifugal,,,,,,,,,,Installed,Vendor_Epsilon,,3300
CMP-100801,Cable_Tray,Electrical,394.3,309.55,416.25,347.08,,,,,,,,,IP55,,,,,,,,Connected,,MV_11kV,
CMP-100802,Transformer,Electrical,616.67,176.08,647.61,193.96,,,,,,,,,,,,,,,,,Laid,Vendor_Theta,MV_11kV,
CMP-100803,Switchgear,Electrical,502.63,219.29,531.88,237.0,,,,,,,,,IP67,,,,,,,,Laid,Vendor_Zeta,LV_415V,
CMP-100804,Junction_Box,Electrical,118.41,180.05,154.24,199.66,,,,,,,,,IP67,,,,,,,,Energized,Vendor_Zeta,LV_415V,
CMP-100805,Damper,HVAC,711.69,527.44,727.78,542.8,2500,,,,,600x400,,,,Thermal,,,,High,,,Installed,Vendor_HVAC_1,,
CMP-100806,Platform,Structural,42.78,328.37,78.87,358.41,,,Painted_Epoxy,,,,,,,,,,A36,,,UC_254x254,Fabricated,,,
CMP-100807,Damper,HVAC,671.67,245.16,687.63,282.7,500,,,,,200x200,,,,Acoustic,,Galvanized_Steel,,High,,,Fabricated,,,
CMP-100808,Junction_Box,Electrical,274.22,451.23,300.46,484.93,,,,,,,,,IP67,,,,,,,,Laid,Vendor_Theta,HV_33kV,
CMP-100809,Heat_Exchanger,Equipment,278.18,531.68,317.26,556.39,,50,,,,,Centrifugal,,,,,,,,,,Commissioned,Vendor_Delta,,3300
CMP-100810,Transformer,Electrical,776.12,267.06,814.67,292.59,,,,,,,,,IP65,,,,,,,,Connected,Vendor_Theta,HV_33kV,
CMP-100811,Heat_Exchanger,Equipment,241.41,518.81,270.62,557.51,,500,,,,,Shell_and_Tube,,,,,,,,,,Installed,Vendor_Delta,,3300
CMP-100812,Cable_Tray,Electrical,508.55,336.62,546.17,375.51,,,,,,,,,,,,,,,,,Energized,Vendor_Theta,MV_11kV,
CMP-100813,Diffuser,HVAC,182.28,330.09,214.63,354.74,1200,,,,,600x400,,,,Thermal,,Galvanized_Steel,,High,,,Installed,Vendor_HVAC_2,,
CMP-100814,I_Beam,Structural,628.57,570.87,645.71,586.09,,,Galvanized,,,,,,,,9.0,,A36,,,UB_203x133,Erected,,,
CMP-100815,Flange,Piping,580.91,240.85,618.52,267.02,,,,,50,,,Water,,Yes,,Stainless_Steel,,,150,,Tested,Vendor_Gamma,,
CMP-100816,Switchgear,Electrical,640.97,652.56,680.37,684.16,,,,,,,,,,,,,,,,,,Vendor_Theta,MV_11kV,
CMP-100817,Junction_Box,Electrical,173.41,33.97,205.61,69.42,,,,,,,,,IP65,,,,,,,,Connected,Vendor_Theta,HV_33kV,
CMP-100818,I_Beam,Structural,817.84,68.22,836.21,90.72,,,Galvanized,,,,,,,,9.0,,A36,,,PFC_200,Erected,,,
CMP-100819,Reducer,Piping,912.53,275.65,933.85,303.49,,,,,100,,,Oil,,No,,Carbon_Steel,,,-9999,,Installed,Vendor_Gamma,,
CMP-100820,Cable_Tray,Electrical,319.63,41.96,356.43,80.12,,,,,,,,,IP65,,,,,,,,Connected,Vendor_Zeta,,
CMP-100821,Platform,Structural,322.07,582.2,358.41,616.8,,,Painted_Epoxy,,,,,,,,6.0,,A572_G50,,,UC_254x254,,,,
CMP-100822,Cable_Tray,Electrical,744.93,659.34,781.47,696.74,,,,,,,,,IP55,,,,,,,,Laid,Vendor_Zeta,,
CMP-100823,Damper,HVAC,720.99,624.58,736.23,639.92,5000,,,,,200x200,,,,Acoustic,,Galvanized_Steel,,Medium,,,Installed,Vendor_HVAC_1,,
CMP-100824,Pump,Equipment,666.43,84.11,692.25,116.25,,,,,,,Shell_and_Tube,,,,,,,,,,Delivered,Vendor_Epsilon,,6600
CMP-100825,Damper,HVAC,442.29,532.1,472.09,568.62,,,,,,200x200,,,,None,,Galvanized_Steel,,Medium,,,Installed,Vendor_HVAC_2,,
CMP-100826,Heat_Exchanger,Equipment,375.2,605.23,397.62,630.54,,250,,,,,Centrifugal,,,,,,,,,,,Vendor_Epsilon,,6600
CMP-100827,Column,Structural,78.19,63.95,101.8,97.27,,,,,,,,,,,12.0,,A572_G50,,,,Fabricated,,,
CMP-100828,Bracing,Structural,648.27,443.85,687.25,473.08,,,Painted_Epoxy,,,,,,,,9.0,,A572_G50,,,PFC_200,Inspected,,,
CMP-100829,Heat_Exchanger,Equipment,548.51,49.89,572.33,76.51,,500,,,,,Reciprocating,,,,,,,,,,Commissioned,Vendor_Delta,,415
CMP-100830,Storage_Tank,Equipment,363.31,629.18,382.04,653.32,,100,,,,,Shell_and_Tube,,,,,,,,,,Ordered,Vendor_Delta,,415
CMP-100831,Bracing,Structural,197.98,368.13,216.94,403.87,,,Galvanized,,,,,,,,12.0,,A572_G50,,,UC_254x254,Inspected,,,
CMP-100832,Flange,Piping,885.3,66.83,908.38,93.75,,,,,200,,,Gas,,No,,Stainless_Steel,,,300,,Tested,Vendor_Gamma,,
CMP-100833,Storage_Tank,Equipment,326.99,281.35,359.2,299.55,,,,,,,Reciprocating,,,,,,,,,,Installed,Vendor_Epsilon,,3300
CMP-100834,Switchgear,Electrical,519.5,424.05,542.78,443.91,,,,,,,,,IP67,,,,,,,,Laid,Vendor_Zeta,MV_11kV,
CMP-100835,Compressor,Equipment,526.97,643.39,549.81,680.41,,50,,,,,Centrifugal,,,,,,,,,,Installed,,,3300
CMP-100836,Transformer,Electrical,732.15,213.35,750.73,249.54,,,,,,,,,IP67,,,,,,,,,Vendor_Theta,,
CMP-100837,Damper,HVAC,725.32,689.67,752.44,712.52,1200,,,,,400x300,,,,None,,Aluminum,,High,,,Balanced,Vendor_HVAC_2,,
CMP-100838,Cable_Tray,Electrical,288.36,162.97,310.76,178.69,,,,,,,,,,,,,,,,,Laid,Vendor_Theta,MV_11kV,
CMP-100839,Damper,HVAC,554.46,550.92,572.15,572.76,1200,,,,,800x600,,,,Thermal,,Aluminum,,Low,,,Commissioned,Vendor_HVAC_2,,
CMP-100840,Platform,Structural,180.2,449.16,214.21,480.25,,,Galvanized,,,,,,,,6.0,,S355,,,,Fabricated,,,
CMP-100841,Damper,HVAC,866.11,184.51,899.98,223.82,500,,,,,800x600,,,,Thermal,,,,High,,,Fabricated,Vendor_HVAC_2,,
CMP-100842,Pump,Equipment,706.49,628.07,727.17,644.48,,,,,,,Centrifugal,,,,,,,,,,Ordered,Vendor_Delta,,415
CMP-100843,Heat_Exchanger,Equipment,470.53,246.07,504.43,277.83,,500,,,,,,,,,,,,,,,Commissioned,Vendor_Delta,,
CMP-100844,Pump,Equipment,207.95,427.92,223.13,460.47,,100,,,,,Reciprocating,,,,,,,,,,Installed,Vendor_Epsilon,,415
CMP-100845,Diffuser,HVAC,163.88,161.11,194.07,184.47,2500,,,,,600x400,,,,Acoustic,,Aluminum,,Medium,,,,Vendor_HVAC_1,,
CMP-100846,Storage_Tank,Equipment,769.64,491.94,806.81,527.39,,100,,,,,Centrifugal,,,,,,,,,,Ordered,Vendor_Delta,,3300
CMP-100847,Storage_Tank,Equipment,205.72,682.76,230.43,705.94,,500,,,,,Shell_and_Tube,,,,,,,,,,Delivered,,,6600
CMP-100848,Pipe_Segment,Piping,787.41,453.49,823.84,492.16,,,,,300,,,Steam,,,,PVC,,,150,,Installed,,,
CMP-100849,Cable_Tray,Electrical,287.72,44.49,305.72,63.04,,,,,,,,,IP67,,,,,,,,Energized,Vendor_Theta,LV_415V,
CMP-100850,Pump,Equipment,121.33,527.37,147.71,564.53,,500,,,,,Reciprocating,,,,,,,,,,Delivered,,,
CMP-100851,Cable_Tray,Electrical,53.45,322.74,80.09,342.12,,,,,,,,,IP67,,,,,,,,,Vendor_Theta,,
CMP-100852,Platform,Structural,202.43,207.1,234.21,246.18,,,Painted_Epoxy,,,,,,,,3.0,,S355,,,UB_203x133,Inspected,,,
CMP-100853,Transformer,Electrical,664.01,539.77,686.17,556.98,,,,,,,,,IP65,,,,,,,,Connected,Vendor_Zeta,MV_11kV,
CMP-100854,Bracing,Structural,386.3,426.15,410.6,465.74,,,Painted_Epoxy,,,,,,,,12.0,,A36,,,UC_254x254,,,,
CMP-100855,Column,Structural,319.52,271.07,346.18,304.91,,,None,,,,,,,,6.0,,A36,,,UC_254x254,Inspected,,,
CMP-100856,Heat_Exchanger,Equipment,899.51,574.59,935.13,599.5,,50,,,,,Centrifugal,,,,,,,,,,,Vendor_Delta,,6600
CMP-100857,Storage_Tank,Equipment,460.26,247.84,496.17,272.17,,500,,,,,Shell_and_Tube,,,,,,,,,,Ordered,Vendor_Epsilon,,3300
CMP-100858,Heat_Exchanger,Equipment,664.58,645.23,703.81,680.23,,250,,,,,Centrifugal,,,,,,,,,,Delivered,Vendor_Delta,,3300
CMP-100859,Pump,Equipment,34.6,227.05,54.78,262.74,,50,,,,,Centrifugal,,,,,,,,,,Ordered,Vendor_Epsilon,,3300
CMP-100860,Platform,Structural,357.42,232.65,387.9,270.64,,,Painted_Epoxy,,,,,,,,3.0,,S355,,,,,,,
CMP-100861,Junction_Box,Electrical,697.63,558.85,723.2,588.53,,,,,,,,,IP55,,,,,,,,Connected,Vendor_Zeta,HV_33kV,
CMP-100862,Switchgear,Electrical,509.36,78.08,542.47,110.97,,,,,,,,,IP65,,,,,,,,Connected,,MV_11kV,
CMP-100863,Platform,Structural,214.9,307.42,230.16,325.63,,,Painted_Epoxy,,,,,,,,,,A36,,,UC_254x254,Erected,,,
CMP-100864,Duct,HVAC,247.88,102.37,275.8,121.72,,,,,,400x300,,,,Acoustic,,Galvanized_Steel,,Medium,,,Commissioned,Vendor_HVAC_2,,
CMP-100865,Compressor,Equipment,59.49,147.87,82.99,179.95,,50,,,,,Centrifugal,,,,,,,,,,Ordered,Vendor_Epsilon,,415
CMP-100866,Cable_Tray,Electrical,657.57,648.38,681.78,676.97,,,,,,,,,IP67,,,,,,,,Laid,,LV_415V,
CMP-100867,Bracing,Structural,447.16,374.98,468.24,413.18,,,None,,,,,,,,6.0,,A36,,,PFC_200,Erected,,,
CMP-100868,Cable_Tray,Electrical,893.78,479.38,923.33,497.28,,,,,,,,,IP65,,,,,,,,Energized,Vendor_Theta,,
CMP-100869,Pipe_Segment,Piping,121.48,486.14,151.12,501.36,,,,,100,,,Steam,,No,,Stainless_Steel,,,150,,,Vendor_Gamma,,
CMP-100870,Duct,HVAC,151.5,108.87,179.25,145.4,500,,,C:/Synthetic/Temp/Config_9.dat,,,,,,Thermal,,Aluminum,,Low,,,Balanced,Vendor_HVAC_2,,
CMP-100871,Flange,Piping,722.57,39.37,754.36,77.64,,,,,100,,,Gas,,Yes,,Stainless_Steel,,,600,,Designed,Vendor_Alpha,,
CMP-100872,Cable_Tray,Electrical,525.52,513.13,559.95,547.45,,,,,,,,,IP65,,,,,,,,Connected,Vendor_Theta,,
CMP-100873,Platform,Structural,480.3,290.27,517.08,322.48,,,Galvanized,,,,,,,,6.0,,S355,,,PFC_200,Erected,,,
CMP-100874,Duct,HVAC,246.43,207.75,268.21,229.97,2500,,,,,600x400,,,,Thermal,,Aluminum,,High,,,Commissioned,Vendor_HVAC_2,,
CMP-100875,Heat_Exchanger,Equipment,742.02,501.83,761.77,533.98,,500,,,,,Shell_and_Tube,,,,,,,,,,Installed,Vendor_Delta,,415
CMP-100876,Air_Handler,HVAC,184.77,473.23,212.19,494.37,5000,,,,,600x400,,,,Thermal,,Galvanized_Steel,,Low,,,Commissioned,,,
CMP-100877,Storage_Tank,Equipment,855.03,338.33,894.8,367.92,,250,,,,,Shell_and_Tube,,,,,,,,,,Commissioned,Vendor_Epsilon,,
CMP-100878,Junction_Box,Electrical,301.83,117.81,319.9,151.81,,,,,,,,,IP65,,,,,,,,Energized,Vendor_Zeta,LV_415V,
CMP-100879,Transformer,Electrical,55.94,482.21,72.44,500.0,,,,,,,,,IP65,,,,,,,,Laid,Vendor_Theta,HV_33kV,
CMP-100880,Air_Handler,HVAC,776.69,126.19,805.53,149.11,500,,,,,800x600,,,,Acoustic,,Aluminum,,Low,,,,Vendor_HVAC_1,,
CMP-100881,Compressor,Equipment,568.65,644.32,606.59,666.31,,500,,,,,,,,,,,,,,,Commissioned,Vendor_Delta,,6600
CMP-100882,Reducer,Piping,661.18,329.77,694.66,354.38,,,,,,,,Gas,,No,,Alloy_Steel,,,150,,Tested,Vendor_Beta,,
CMP-100883,Transformer,Electrical,355.66,512.42,385.68,544.89,,,,,,,,,IP65,,,,,,,,Connected,Vendor_Theta,MV_11kV,
CMP-100884,Compressor,Equipment,560.39,348.8,576.0,387.18,,,,,,,Shell_and_Tube,,,,,,,,,,Installed,Vendor_Delta,,415
CMP-100885,Junction_Box,Electrical,671.76,656.43,689.0,677.8,,,,,,,,,IP65,,,,,,,,Laid,Vendor_Zeta,MV_11kV,
CMP-100886,Reducer,Piping,348.11,552.5,365.36,590.4,,,,,50,,,Steam,,No,,,,,600,,Installed,Vendor_Alpha,,
CMP-100887,Compressor,Equipment,300.44,384.36,321.24,401.67,,100,,,,,,,,,,,,,,,Delivered,Vendor_Delta,,3300
CMP-100888,Duct,HVAC,80.64,91.06,116.07,110.53,2500,,,,,800x600,,,,Acoustic,,Galvanized_Steel,,Low,,,Installed,Vendor_HVAC_1,,
CMP-100889,Duct,HVAC,374.43,136.9,401.16,173.06,2500,,,,,600x400,,,,Acoustic,,Galvanized_Steel,,Medium,,,Fabricated,,,
CMP-100890,Transformer,Electrical,20.52,342.54,55.49,374.48,,,,,,,,,IP67,,,,,,,,Energized,Vendor_Theta,HV_33kV,
CMP-100891,Diffuser,HVAC,696.47,386.43,721.66,414.01,2500,,,,,200x200,,,,Thermal,,Aluminum,,Low,,,Balanced,Vendor_HVAC_1,,
CMP-100892,Compressor,Equipment,717.56,545.24,743.81,575.0,,250,,,,,Centrifugal,,,,,,,,,,,Vendor_Epsilon,,415
CMP-100893,Platform,Structural,379.32,519.02,403.61,539.14,,,Galvanized,,,,,,,,3.0,,A36,,,UB_203x133,Erected,,,
CMP-100894,Cable_Tray,Electrical,558.41,268.34,586.22,295.27,,,,,,,,,,,,,,,,,Connected,Vendor_Zeta,MV_11kV,
CMP-100895,Pipe_Segment,Piping,151.35,517.77,173.09,533.39,,,,,,,,Water,,No,,PVC,,,600,,Designed,Vendor_Beta,,
CMP-100896,Cable_Tray,Electrical,619.69,403.59,653.41,431.24,,,,,,,,,IP65,,,,,,,,Energized,Vendor_Theta,LV_415V,
CMP-100897,Heat_Exchanger,Equipment,705.9,157.43,736.32,179.32,,100,,,,,Centrifugal,,,,,,,,,,Delivered,Vendor_Epsilon,,6600
CMP-100898,Pump,Equipment,911.92,134.37,927.86,167.55,,100,,,,,Centrifugal,,,,,,,,,,Commissioned,Vendor_Epsilon,,3300
CMP-100899,Air_Handler,HVAC,785.53,688.97,806.98,717.93,2500,,,,,600x400,,,,Acoustic,,Aluminum,,High,,,Fabricated,Vendor_HVAC_2,,
CMP-100900,Bracing,Structural,468.99,526.99,494.11,565.79,,,Galvanized,,,,,,,,6.0,,A572_G50,,,UB_203x133,Fabricated,,,
CMP-100901,Flange,Piping,391.38,299.9,420.54,322.38,,,,,300,,,Oil,,Yes,,Alloy_Steel,,,,,Tested,Vendor_Beta,,
CMP-100902,I_Beam,Structural,297.21,360.56,337.15,398.76,,,None,,,,,,,,6.0,,A36,,,UB_203x133,Erected,,,
CMP-100903,Pipe_Segment,Piping,93.89,577.34,109.1,605.85,,,,,300,,,Steam,,,,Carbon_Steel,,,150,,Installed,Vendor_Gamma,,
CMP-100904,I_Beam,Structural,56.39,645.02,79.64,660.99,,,Painted_Epoxy,,,,,,,,12.0,,A36,,,UB_203x133,Inspected,,,
CMP-100905,I_Beam,Structural,768.62,219.11,785.24,249.26,,,None,,,,,,,,,,S355,,,PFC_200,Erected,,,
CMP-100906,Column,Structural,645.42,587.19,669.39,614.91,,,Painted_Epoxy,,,,,,,,6.0,,S355,,,UC_254x254,Fabricated,,,
CMP-100907,Compressor,Equipment,153.85,128.65,170.84,158.34,,100,,,,,Centrifugal,,,,,,,,,,Installed,Vendor_Delta,,415
CMP-100908,Junction_Box,Electrical,388.89,670.91,420.6,702.7,,,,,,,,,IP55,,,,,,,,Energized,,MV_11kV,
CMP-100909,Compressor,Equipment,192.34,66.24,208.12,102.57,,500,,,,,Centrifugal,,,,,,,,,,Installed,Vendor_Epsilon,,3300
CMP-100910,Switchgear,Electrical,882.26,546.06,918.96,565.66,,,,,,,,,IP65,,,,,,,,,Vendor_Theta,LV_415V,
CMP-100911,Pump,Equipment,815.8,188.02,845.9,226.95,,50,,,,,Shell_and_Tube,,,,,,,,,,Installed,Vendor_Epsilon,,6600
CMP-100912,I_Beam,Structural,114.14,560.1,153.37,580.14,,,None,,,,,,,,9.0,,S355,,,PFC_200,Inspected,,,
CMP-100913,Damper,HVAC,411.44,684.87,446.45,711.24,5000,,,,,600x400,,,,Acoustic,,Aluminum,,,,,Commissioned,Vendor_HVAC_1,,
CMP-100914,Column,Structural,424.34,230.2,455.64,246.17,,,Galvanized,,,,,,,,,,S355,,,UC_254x254,Erected,,,
